algorithm,data_type,threshold,n,mean_ms,median_ms,stddev_ms
merge_hybrid,almost,10,61100,17.2036,17.192,0.145888
merge_hybrid,almost,10,61200,17.3666,17.305,0.159146
merge_hybrid,almost,10,61300,17.3348,17.205,0.288734
merge_hybrid,almost,10,61400,19.9096,20.138,1.49663
merge_hybrid,almost,10,61500,17.6654,17.178,0.841634
merge_hybrid,almost,10,61600,17.4698,17.234,0.571851
merge_hybrid,almost,10,61700,17.152,17.127,0.0684631
merge_hybrid,almost,10,61800,17.5142,17.239,0.367667
merge_hybrid,almost,10,61900,17.773,17.701,0.172203
merge_hybrid,almost,10,62000,17.6422,17.592,0.118275
merge_hybrid,almost,10,62100,17.8036,17.602,0.278187
merge_hybrid,almost,10,62200,18.2424,17.765,1.09674
merge_hybrid,almost,10,62300,18.0212,17.976,0.339875
merge_hybrid,almost,10,62400,18.119,17.694,0.596075
merge_hybrid,almost,10,62500,21.7622,20.118,3.6474
merge_hybrid,almost,10,62600,18.0112,17.761,0.419228
merge_hybrid,almost,10,62700,17.9202,17.665,0.514662
merge_hybrid,almost,10,62800,17.433,17.38,0.0961707
merge_hybrid,almost,10,62900,17.94,17.708,0.510997
merge_hybrid,almost,10,63000,17.9454,17.929,0.315279
merge_hybrid,almost,10,63100,18.155,18.248,0.449543
merge_hybrid,almost,10,63200,17.8994,17.687,0.503462
merge_hybrid,almost,10,63300,19.8068,18.96,2.27561
merge_hybrid,almost,10,63400,17.9632,17.729,0.387986
merge_hybrid,almost,10,63500,18.2986,18.376,0.171428
merge_hybrid,almost,10,63600,18.4018,18.318,0.342722
merge_hybrid,almost,10,63700,18.6488,18.382,0.453771
merge_hybrid,almost,10,63800,18.2276,18.115,0.283469
merge_hybrid,almost,10,63900,18.3442,18.411,0.250568
merge_hybrid,almost,10,64000,18.6896,18.597,0.490989
merge_hybrid,almost,10,64100,21.5704,22.009,1.4183
merge_hybrid,almost,10,64200,18.1628,18.213,0.121674
merge_hybrid,almost,10,64300,18.2266,18.094,0.343865
merge_hybrid,almost,10,64400,18.9498,19.199,0.645618
merge_hybrid,almost,10,64500,18.2154,18.107,0.293924
merge_hybrid,almost,10,64600,18.1702,18.162,0.0907555
merge_hybrid,almost,10,64700,18.0152,18.036,0.0706637
merge_hybrid,almost,10,64800,18.5792,18.566,0.473199
merge_hybrid,almost,10,64900,18.4006,18.405,0.220853
merge_hybrid,almost,10,65000,24.4312,23.383,2.84885
merge_hybrid,almost,10,65100,19.9212,20.199,0.537864
merge_hybrid,almost,10,65200,18.7612,18.592,0.45839
merge_hybrid,almost,10,65300,19.2558,19.424,0.596382
merge_hybrid,almost,10,65400,19.3328,18.892,0.927929
merge_hybrid,almost,10,65500,18.952,19.066,0.307897
merge_hybrid,almost,10,65600,18.9122,18.92,0.0782775
merge_hybrid,almost,10,65700,18.816,18.623,0.264932
merge_hybrid,almost,10,65800,18.5382,18.529,0.0309154
merge_hybrid,almost,10,65900,18.6624,18.371,0.459079
merge_hybrid,almost,10,66000,18.6404,18.379,0.508671
merge_hybrid,almost,10,66100,18.522,18.48,0.1443
merge_hybrid,almost,10,66200,23.408,23.783,4.12683
merge_hybrid,almost,10,66300,19.191,19.237,0.362705
merge_hybrid,almost,10,66400,18.7988,18.588,0.4205
merge_hybrid,almost,10,66500,18.9934,18.814,0.54598
merge_hybrid,almost,10,66600,18.785,18.683,0.192963
merge_hybrid,almost,10,66700,19.129,19.014,0.320333
merge_hybrid,almost,10,66800,18.9868,18.972,0.243318
merge_hybrid,almost,10,66900,19.3086,19.013,0.549825
merge_hybrid,almost,10,67000,19.2216,19.115,0.26368
merge_hybrid,almost,10,67100,22.9094,22.506,1.51256
merge_hybrid,almost,10,67200,20.9558,19.998,2.42129
merge_hybrid,almost,10,67300,19.3342,19.051,0.433806
merge_hybrid,almost,10,67400,19.609,19.619,0.43914
merge_hybrid,almost,10,67500,19.3862,19.26,0.347918
merge_hybrid,almost,10,67600,19.398,19.303,0.286694
merge_hybrid,almost,10,67700,19.8308,19.665,0.740554
merge_hybrid,almost,10,67800,19.6408,19.398,0.639619
merge_hybrid,almost,10,67900,20.1316,20.02,0.821496
merge_hybrid,almost,10,68000,20.5124,20.59,0.790186
merge_hybrid,almost,10,68100,23.8828,21.511,4.42407
merge_hybrid,almost,10,68200,19.9404,19.58,0.713895
merge_hybrid,almost,10,68300,19.815,19.867,0.250066
merge_hybrid,almost,10,68400,21.31,20.55,2.44511
merge_hybrid,almost,10,68500,22.3082,22.528,0.654092
merge_hybrid,almost,10,68600,19.7406,19.579,0.38862
merge_hybrid,almost,10,68700,19.6156,19.462,0.359606
merge_hybrid,almost,10,68800,19.2066,19.145,0.152854
merge_hybrid,almost,10,68900,19.5946,19.329,0.404254
merge_hybrid,almost,10,69000,19.2996,19.294,0.108721
merge_hybrid,almost,10,69100,19.701,19.726,0.276373
merge_hybrid,almost,10,69200,19.7762,19.7,0.371652
merge_hybrid,almost,10,69300,20.7964,20.443,1.12236
merge_hybrid,almost,10,69400,19.7506,19.615,0.288214
merge_hybrid,almost,10,69500,19.4922,19.498,0.098676
merge_hybrid,almost,10,69600,24.922,22.514,3.26126
merge_hybrid,almost,10,69700,21.2134,20.124,2.20118
merge_hybrid,almost,10,69800,22.7866,21.24,3.09298
merge_hybrid,almost,10,69900,20.2874,20.609,0.487578
merge_hybrid,almost,10,70000,21.5174,20.711,2.14718
merge_hybrid,almost,10,70100,21.7682,22.049,0.640447
merge_hybrid,almost,10,70200,20.2386,20.14,0.231654
merge_hybrid,almost,10,70300,20.2946,20.202,0.442585
merge_hybrid,almost,10,70400,20.0114,19.88,0.20839
merge_hybrid,almost,10,70500,20.0322,19.806,0.447005
merge_hybrid,almost,10,70600,20.166,19.859,0.471127
merge_hybrid,almost,10,70700,20.3282,20.162,0.634803
merge_hybrid,almost,10,70800,22.2364,20.264,2.79862
merge_hybrid,almost,10,70900,20.2394,20.024,0.358126
merge_hybrid,almost,10,71000,20.4016,20.296,0.418159
merge_hybrid,almost,10,71100,20.4528,20.277,0.378195
merge_hybrid,almost,10,71200,20.2196,20.243,0.145226
merge_hybrid,almost,10,71300,20.4248,20.361,0.228674
merge_hybrid,almost,10,71400,21.6314,21.272,0.647694
merge_hybrid,almost,10,71500,20.7564,20.587,0.400135
merge_hybrid,almost,10,71600,20.3722,20.185,0.461411
merge_hybrid,almost,10,71700,19.9726,20.008,0.0605594
merge_hybrid,almost,10,71800,20.458,20.215,0.529404
merge_hybrid,almost,10,71900,20.3052,20.349,0.362966
merge_hybrid,almost,10,72000,23.6332,23.44,3.21284
merge_hybrid,almost,10,72100,24.863,22.936,4.99576
merge_hybrid,almost,10,72200,25.1138,24.972,2.06437
merge_hybrid,almost,10,72300,25.742,24.436,3.55782
merge_hybrid,almost,10,72400,21.6394,20.845,1.19464
merge_hybrid,almost,10,72500,24.0672,24.023,1.27953
merge_hybrid,almost,10,72600,29.6464,27.945,2.97187
merge_hybrid,almost,10,72700,23.6152,25.243,2.3036
merge_hybrid,almost,10,72800,24.0678,24.725,1.26086
merge_hybrid,almost,10,72900,25.9856,26.762,3.26555
merge_hybrid,almost,10,73000,20.7072,20.556,0.280617
merge_hybrid,almost,10,73100,20.6262,20.461,0.427692
merge_hybrid,almost,10,73200,20.7124,20.643,0.2028
merge_hybrid,almost,10,73300,21.4076,21.429,0.820186
merge_hybrid,almost,10,73400,20.9314,20.62,0.508692
merge_hybrid,almost,10,73500,21.5518,21.371,0.599896
merge_hybrid,almost,10,73600,21.0728,21.019,0.277071
merge_hybrid,almost,10,73700,20.927,20.916,0.116694
merge_hybrid,almost,10,73800,21.6884,21.454,0.786262
merge_hybrid,almost,10,73900,21.0482,21.005,0.113108
merge_hybrid,almost,10,74000,21.5608,21.726,0.532949
merge_hybrid,almost,10,74100,21.066,20.959,0.258768
merge_hybrid,almost,10,74200,20.9908,20.784,0.448524
merge_hybrid,almost,10,74300,20.9574,20.626,0.654755
merge_hybrid,almost,10,74400,20.8494,20.717,0.379798
merge_hybrid,almost,10,74500,20.8364,20.717,0.292633
merge_hybrid,almost,10,74600,21.3506,21.08,0.510234
merge_hybrid,almost,10,74700,21.9704,21.538,1.09679
merge_hybrid,almost,10,74800,21.1796,21.014,0.372517
merge_hybrid,almost,10,74900,21.3418,21,0.476883
merge_hybrid,almost,10,75000,21.6008,21.357,0.49961
merge_hybrid,almost,10,75100,25.8248,26.161,0.591023
merge_hybrid,almost,10,75200,21.7958,21.582,0.513386
merge_hybrid,almost,10,75300,22.531,21.362,1.76492
merge_hybrid,almost,10,75400,24.7324,24.115,2.72474
merge_hybrid,almost,10,75500,22.7472,21.424,2.56744
merge_hybrid,almost,10,75600,22.8658,21.339,2.03382
merge_hybrid,almost,10,75700,26.7076,26.795,1.2579
merge_hybrid,almost,10,75800,27.8502,28.475,2.97528
merge_hybrid,almost,10,75900,22.6478,21.258,2.82194
merge_hybrid,almost,10,76000,21.1144,21.113,0.0414227
merge_hybrid,almost,10,76100,21.4236,21.441,0.0470345
merge_hybrid,almost,10,76200,21.6842,21.642,0.149328
merge_hybrid,almost,10,76300,21.716,21.712,0.15891
merge_hybrid,almost,10,76400,22.1172,22.214,0.368841
merge_hybrid,almost,10,76500,21.9268,21.913,0.263945
merge_hybrid,almost,10,76600,22.081,22.145,0.275465
merge_hybrid,almost,10,76700,21.821,21.741,0.205721
merge_hybrid,almost,10,76800,21.4536,21.331,0.457545
merge_hybrid,almost,10,76900,22.0492,21.339,0.916064
merge_hybrid,almost,10,77000,21.5742,21.292,0.382581
merge_hybrid,almost,10,77100,21.3656,21.324,0.120735
merge_hybrid,almost,10,77200,22.0424,21.837,0.490395
merge_hybrid,almost,10,77300,22.2382,22.368,0.218589
merge_hybrid,almost,10,77400,22.3482,22.55,0.443025
merge_hybrid,almost,10,77500,22.1524,22.129,0.393421
merge_hybrid,almost,10,77600,22.9784,23.07,0.937195
merge_hybrid,almost,10,77700,22.3014,21.886,0.898037
merge_hybrid,almost,10,77800,21.9622,21.796,0.282779
merge_hybrid,almost,10,77900,21.7258,21.534,0.404497
merge_hybrid,almost,10,78000,21.7684,21.54,0.524442
merge_hybrid,almost,10,78100,21.9268,21.821,0.474521
merge_hybrid,almost,10,78200,25.3042,24.943,1.33396
merge_hybrid,almost,10,78300,21.7338,21.71,0.099024
merge_hybrid,almost,10,78400,22.1676,22.456,0.415899
merge_hybrid,almost,10,78500,26.758,26.487,3.74058
merge_hybrid,almost,10,78600,24.2968,22.701,2.28552
merge_hybrid,almost,10,78700,24.612,23.737,1.94562
merge_hybrid,almost,10,78800,22.9256,22.511,0.711099
merge_hybrid,almost,10,78900,22.095,22.082,0.0360666
merge_hybrid,almost,10,79000,22.9774,22.65,0.726594
merge_hybrid,almost,10,79100,22.9748,22.287,1.09917
merge_hybrid,almost,10,79200,22.5324,22.401,0.318849
merge_hybrid,almost,10,79300,22.5698,22.582,0.369357
merge_hybrid,almost,10,79400,22.221,22.039,0.364595
merge_hybrid,almost,10,79500,22.6242,22.362,0.614874
merge_hybrid,almost,10,79600,22.1556,22.05,0.3117
merge_hybrid,almost,10,79700,22.643,22.536,0.343707
merge_hybrid,almost,10,79800,22.6158,22.493,0.323368
merge_hybrid,almost,10,79900,24.5484,22.885,2.57747
merge_hybrid,almost,10,80000,23.3452,22.627,1.47852
merge_hybrid,almost,10,80100,23.0548,22.798,0.556471
merge_hybrid,almost,10,80200,23.0892,23.086,0.184546
merge_hybrid,almost,10,80300,22.1314,22.132,0.0626757
merge_hybrid,almost,10,80400,22.386,22.409,0.257493
merge_hybrid,almost,10,80500,33.5822,30.606,10.2742
merge_hybrid,almost,10,80600,22.9342,23.198,0.601463
merge_hybrid,almost,10,80700,23.3048,23.255,0.173656
merge_hybrid,almost,10,80800,22.8008,22.735,0.501429
merge_hybrid,almost,10,80900,29.8416,30.351,4.5424
merge_hybrid,almost,10,81000,22.801,22.544,0.597063
merge_hybrid,almost,10,81100,23.0964,22.821,0.430293
merge_hybrid,almost,10,81200,23.0762,22.806,0.461093
merge_hybrid,almost,10,81300,23.2516,22.969,0.670599
merge_hybrid,almost,10,81400,24.1996,24.241,0.43497
merge_hybrid,almost,10,81500,23.2128,22.792,0.750096
merge_hybrid,almost,10,81600,23.5058,22.938,1.18675
merge_hybrid,almost,10,81700,22.855,22.653,0.402635
merge_hybrid,almost,10,81800,22.5178,22.542,0.0449996
merge_hybrid,almost,10,81900,25.0404,25.359,1.24321
merge_hybrid,almost,10,82000,22.7748,22.632,0.30099
merge_hybrid,almost,10,82100,23.5566,23.206,0.670296
merge_hybrid,almost,10,82200,23.7046,23.533,0.436307
merge_hybrid,almost,10,82300,24.3732,24.958,0.759841
merge_hybrid,almost,10,82400,23.5688,23.386,0.431124
merge_hybrid,almost,10,82500,23.4372,23.409,0.180903
merge_hybrid,almost,10,82600,27.209,26.229,1.72233
merge_hybrid,almost,10,82700,23.3222,23.102,0.486259
merge_hybrid,almost,10,82800,23.6506,23.208,0.738597
merge_hybrid,almost,10,82900,23.6254,23.519,0.481922
merge_hybrid,almost,10,83000,24.2324,24.153,0.614972
merge_hybrid,almost,10,83100,23.7674,23.476,0.463693
merge_hybrid,almost,10,83200,23.9782,23.957,0.478109
merge_hybrid,almost,10,83300,23.8056,23.602,0.338437
merge_hybrid,almost,10,83400,28.9114,27.725,3.79097
merge_hybrid,almost,10,83500,25.3944,24.271,1.96606
merge_hybrid,almost,10,83600,29.282,29.504,2.84372
merge_hybrid,almost,10,83700,24.7434,24.516,0.670858
merge_hybrid,almost,10,83800,24.2698,24.009,0.531466
merge_hybrid,almost,10,83900,24.1396,23.964,0.34817
merge_hybrid,almost,10,84000,23.5778,23.392,0.386091
merge_hybrid,almost,10,84100,29.2318,27.519,3.10479
merge_hybrid,almost,10,84200,23.767,23.752,0.130905
merge_hybrid,almost,10,84300,23.8594,23.846,0.139781
merge_hybrid,almost,10,84400,25.789,25.865,0.559286
merge_hybrid,almost,10,84500,26.2984,25.193,2.18158
merge_hybrid,almost,10,84600,25.224,25.334,0.713856
merge_hybrid,almost,10,84700,32.9764,29.653,6.61299
merge_hybrid,almost,10,84800,25.2762,25.56,0.619401
merge_hybrid,almost,10,84900,24.942,24.706,0.39606
merge_hybrid,almost,10,85000,25.485,25.026,1.57302
merge_hybrid,almost,10,85100,25.6378,25.955,0.866487
merge_hybrid,almost,10,85200,30.9776,31.594,1.35386
merge_hybrid,almost,10,85300,24.4656,24.357,0.285246
merge_hybrid,almost,10,85400,25.057,24.84,0.607752
merge_hybrid,almost,10,85500,24.9094,24.736,0.488285
merge_hybrid,almost,10,85600,25.0544,24.894,0.577799
merge_hybrid,almost,10,85700,25.3878,25.382,0.35092
merge_hybrid,almost,10,85800,29.4268,30.015,1.68738
merge_hybrid,almost,10,85900,25.1506,25.087,0.18882
merge_hybrid,almost,10,86000,25.5868,25.127,0.784281
merge_hybrid,almost,10,86100,25.6566,25.725,0.487673
merge_hybrid,almost,10,86200,-514.536,25.849,1082.11
merge_hybrid,almost,10,86300,25.7812,25.357,0.626867
merge_hybrid,almost,10,86400,25.6478,25.511,0.421893
merge_hybrid,almost,10,86500,25.624,25.47,0.278216
merge_hybrid,almost,10,86600,25.3582,25.174,0.474838
merge_hybrid,almost,10,86700,25.8942,25.601,0.513859
merge_hybrid,almost,10,86800,26.1522,25.902,0.536363
merge_hybrid,almost,10,86900,30.374,30.116,2.73273
merge_hybrid,almost,10,87000,25.5178,25.361,0.296055
merge_hybrid,almost,10,87100,26.093,26.158,0.555302
merge_hybrid,almost,10,87200,26.3348,26.502,0.441928
merge_hybrid,almost,10,87300,-513.386,26.916,1082
merge_hybrid,almost,10,87400,33.636,35.066,2.87412
merge_hybrid,almost,10,87500,26.0688,25.585,0.710134
merge_hybrid,almost,10,87600,26.5836,26.456,0.771957
merge_hybrid,almost,10,87700,26.584,26.732,0.688865
merge_hybrid,almost,10,87800,26.248,26.275,0.443382
merge_hybrid,almost,10,87900,32.9096,34.61,3.80283
merge_hybrid,almost,10,88000,26.5768,26.598,0.412922
merge_hybrid,almost,10,88100,27.0744,26.719,1.13718
merge_hybrid,almost,10,88200,30.0368,30.318,1.3557
merge_hybrid,almost,10,88300,26.6738,26.556,0.659715
merge_hybrid,almost,10,88400,26.9882,26.637,0.822677
merge_hybrid,almost,10,88500,26.6972,26.422,0.67142
merge_hybrid,almost,10,88600,26.5114,26.501,0.354697
merge_hybrid,almost,10,88700,26.2658,26.167,0.396164
merge_hybrid,almost,10,88800,26.206,25.899,0.582101
merge_hybrid,almost,10,88900,27.5482,27.416,0.488692
merge_hybrid,almost,10,89000,26.916,26.861,0.365011
merge_hybrid,almost,10,89100,30.368,31.003,1.95786
merge_hybrid,almost,10,89200,27.2186,26.665,0.77954
merge_hybrid,almost,10,89300,27.3034,27.096,0.702958
merge_hybrid,almost,10,89400,27.7284,26.659,1.88707
merge_hybrid,almost,10,89500,27.7018,26.851,1.59577
merge_hybrid,almost,10,89600,26.6986,26.816,0.215161
merge_hybrid,almost,10,89700,27.2446,27.091,0.566674
merge_hybrid,almost,10,89800,27.2258,26.628,1.17847
merge_hybrid,almost,10,89900,26.9838,26.779,0.265533
merge_hybrid,almost,10,90000,27.0908,27.083,0.450135
merge_hybrid,almost,10,90100,27.264,27.083,0.496054
merge_hybrid,almost,10,90200,27.4798,27.084,0.587243
merge_hybrid,almost,10,90300,26.6838,26.587,0.310636
merge_hybrid,almost,10,90400,27.2836,27.284,0.40295
merge_hybrid,almost,10,90500,27.6126,27.588,0.393067
merge_hybrid,almost,10,90600,27.3168,27.054,0.428173
merge_hybrid,almost,10,90700,26.9606,26.733,0.524056
merge_hybrid,almost,10,90800,27.3082,27.54,0.450848
merge_hybrid,almost,10,90900,26.951,26.954,0.0476529
merge_hybrid,almost,10,91000,28.0358,28.113,0.360901
merge_hybrid,almost,10,91100,30.0156,29.179,2.09639
merge_hybrid,almost,10,91200,27.479,27.572,0.206126
merge_hybrid,almost,10,91300,27.2632,27.281,0.0765595
merge_hybrid,almost,10,91400,27.8902,27.771,0.637368
merge_hybrid,almost,10,91500,27.2426,27.092,0.378282
merge_hybrid,almost,10,91600,27.72,27.285,0.611534
merge_hybrid,almost,10,91700,27.2296,27.161,0.196689
merge_hybrid,almost,10,91800,29.7348,27.893,3.47246
merge_hybrid,almost,10,91900,29.3806,29.102,1.4244
merge_hybrid,almost,10,92000,28.1278,27.914,0.478586
merge_hybrid,almost,10,92100,28.6062,28.419,0.850033
merge_hybrid,almost,10,92200,29.3068,28.812,1.42346
merge_hybrid,almost,10,92300,33.7586,34.26,1.68844
merge_hybrid,almost,10,92400,27.862,27.782,0.242045
merge_hybrid,almost,10,92500,29.0294,29.315,1.04317
merge_hybrid,almost,10,92600,27.834,27.564,0.453549
merge_hybrid,almost,10,92700,28.3974,28.215,0.661107
merge_hybrid,almost,10,92800,29.8934,27.685,4.47098
merge_hybrid,almost,10,92900,32.041,31.778,3.95545
merge_hybrid,almost,10,93000,28.195,28.137,0.224343
merge_hybrid,almost,10,93100,28.5794,28.326,0.404582
merge_hybrid,almost,10,93200,36.8898,34.257,3.96345
merge_hybrid,almost,10,93300,28.3726,28.166,0.538384
merge_hybrid,almost,10,93400,28.5004,28.45,0.576299
merge_hybrid,almost,10,93500,28.4814,28.196,0.559208
merge_hybrid,almost,10,93600,27.6124,27.607,0.0549858
merge_hybrid,almost,10,93700,28.8352,28.637,0.664685
merge_hybrid,almost,10,93800,28.9006,28.838,0.337144
merge_hybrid,almost,10,93900,28.6546,28.488,0.336096
merge_hybrid,almost,10,94000,29.3594,29.044,0.839142
merge_hybrid,almost,10,94100,29.3502,28.949,1.2642
merge_hybrid,almost,10,94200,29.702,28.767,1.35272
merge_hybrid,almost,10,94300,29.626,29.873,0.884957
merge_hybrid,almost,10,94400,28.594,28.646,0.424967
merge_hybrid,almost,10,94500,28.8084,28.933,0.433905
merge_hybrid,almost,10,94600,28.3892,28.187,0.278203
merge_hybrid,almost,10,94700,28.4508,28.189,0.393533
merge_hybrid,almost,10,94800,28.874,29.094,0.624861
merge_hybrid,almost,10,94900,30.826,30.389,2.10877
merge_hybrid,almost,10,95000,29.0822,28.956,0.35471
merge_hybrid,almost,10,95100,29.2592,29.375,0.685899
merge_hybrid,almost,10,95200,28.7418,28.638,0.199437
merge_hybrid,almost,10,95300,29.7706,29.677,0.65986
merge_hybrid,almost,10,95400,30.0112,30.025,0.851003
merge_hybrid,almost,10,95500,28.8806,28.858,0.0765182
merge_hybrid,almost,10,95600,28.733,28.46,0.441939
merge_hybrid,almost,10,95700,28.7638,28.764,0.384741
merge_hybrid,almost,10,95800,28.3442,28.345,0.0429577
merge_hybrid,almost,10,95900,29.4506,29.425,0.422714
merge_hybrid,almost,10,96000,29.0956,28.892,0.344924
merge_hybrid,almost,10,96100,29.7824,29.809,0.142716
merge_hybrid,almost,10,96200,30.2518,30.149,0.680162
merge_hybrid,almost,10,96300,32.9968,33.576,2.95973
merge_hybrid,almost,10,96400,28.7282,28.571,0.285933
merge_hybrid,almost,10,96500,36.4054,35.831,3.83335
merge_hybrid,almost,10,96600,29.5296,29.545,0.850549
merge_hybrid,almost,10,96700,29.072,29.1,0.0929753
merge_hybrid,almost,10,96800,31.3086,29.341,2.84799
merge_hybrid,almost,10,96900,29.0872,28.953,0.392578
merge_hybrid,almost,10,97000,30.0206,29.559,0.771813
merge_hybrid,almost,10,97100,36.0434,36.426,4.447
merge_hybrid,almost,10,97200,34.4308,33.707,3.10572
merge_hybrid,almost,10,97300,29.6772,29.516,0.34903
merge_hybrid,almost,10,97400,29.6176,29.323,0.441793
merge_hybrid,almost,10,97500,29.4654,29.668,0.414207
merge_hybrid,almost,10,97600,29.783,29.337,1.07466
merge_hybrid,almost,10,97700,29.21,29.056,0.43461
merge_hybrid,almost,10,97800,29.962,29.872,0.348508
merge_hybrid,almost,10,97900,30.1676,30.17,0.434619
merge_hybrid,almost,10,98000,30.0376,29.899,0.585721
merge_hybrid,almost,10,98100,29.8578,29.843,0.370061
merge_hybrid,almost,10,98200,30.6526,30.414,0.772956
merge_hybrid,almost,10,98300,29.5238,29.53,0.417321
merge_hybrid,almost,10,98400,32.5256,32.19,1.60023
merge_hybrid,almost,10,98500,36.2656,35.042,4.34661
merge_hybrid,almost,10,98600,30.5732,30.133,1.38905
merge_hybrid,almost,10,98700,30.143,29.58,1.01839
merge_hybrid,almost,10,98800,29.7214,29.739,0.290807
merge_hybrid,almost,10,98900,30.7254,30.49,0.630002
merge_hybrid,almost,10,99000,35.1286,36.252,2.53926
merge_hybrid,almost,10,99100,30.507,30.523,0.373941
merge_hybrid,almost,10,99200,30.0238,29.789,0.483619
merge_hybrid,almost,10,99300,31.38,31.522,0.864969
merge_hybrid,almost,10,99400,31.5352,31.792,0.697197
merge_hybrid,almost,10,99500,30.0632,30.135,0.601473
merge_hybrid,almost,10,99600,29.5376,29.586,0.143881
merge_hybrid,almost,10,99700,33.9354,33.026,2.13266
merge_hybrid,almost,10,99800,31.7198,31.273,1.20071
merge_hybrid,almost,10,99900,30.82,30.126,1.34373
merge_hybrid,almost,10,100000,31.1846,30.765,1.08808
merge_hybrid,almost,20,500,0.0522,0.052,0.0004
merge_hybrid,almost,20,600,0.0622,0.062,0.0004
merge_hybrid,almost,20,700,0.0862,0.086,0.0004
merge_hybrid,almost,20,800,0.099,0.099,0.000632456
merge_hybrid,almost,20,900,0.1114,0.111,0.000489898
merge_hybrid,almost,20,1000,0.1228,0.123,0.0004
merge_hybrid,almost,20,1100,0.1352,0.135,0.0004
merge_hybrid,almost,20,1200,0.1528,0.148,0.0106094
merge_hybrid,almost,20,1300,0.1694,0.169,0.000489898
merge_hybrid,almost,20,1400,0.222,0.201,0.0305418
merge_hybrid,almost,20,1500,0.3688,0.35,0.0687878
merge_hybrid,almost,20,1600,0.2516,0.247,0.0236694
merge_hybrid,almost,20,1700,0.318,0.314,0.035805
merge_hybrid,almost,20,1800,0.2884,0.293,0.0141789
merge_hybrid,almost,20,1900,0.2866,0.277,0.0130629
merge_hybrid,almost,20,2000,0.3114,0.292,0.0378079
merge_hybrid,almost,20,2100,0.3478,0.331,0.0573739
merge_hybrid,almost,20,2200,0.332,0.325,0.0108074
merge_hybrid,almost,20,2300,0.3438,0.339,0.0106094
merge_hybrid,almost,20,2400,0.3678,0.356,0.0178146
merge_hybrid,almost,20,2500,0.3772,0.368,0.013644
merge_hybrid,almost,20,2600,0.4076,0.403,0.0102098
merge_hybrid,almost,20,2700,0.477,0.455,0.03195
merge_hybrid,almost,20,2800,0.4914,0.493,0.0175795
merge_hybrid,almost,20,2900,0.4978,0.492,0.0106283
merge_hybrid,almost,20,3000,0.5096,0.504,0.0117064
merge_hybrid,almost,20,3100,0.5364,0.539,0.0144305
merge_hybrid,almost,20,3200,0.5476,0.539,0.0177155
merge_hybrid,almost,20,3300,0.5684,0.559,0.0123871
merge_hybrid,almost,20,3400,0.5896,0.578,0.0174425
merge_hybrid,almost,20,3500,0.6112,0.596,0.0208653
merge_hybrid,almost,20,3600,0.6458,0.654,0.0318898
merge_hybrid,almost,20,3700,0.638,0.628,0.0130843
merge_hybrid,almost,20,3800,0.6484,0.639,0.0119933
merge_hybrid,almost,20,3900,0.6684,0.657,0.0228088
merge_hybrid,almost,20,4000,0.727,0.73,0.0327841
merge_hybrid,almost,20,4100,0.718,0.696,0.0355472
merge_hybrid,almost,20,4200,0.7328,0.721,0.0149853
merge_hybrid,almost,20,4300,0.7524,0.743,0.0117235
merge_hybrid,almost,20,4400,0.7832,0.784,0.0176114
merge_hybrid,almost,20,4500,1.101,1.063,0.0498116
merge_hybrid,almost,20,4600,0.805,0.81,0.016947
merge_hybrid,almost,20,4700,0.824,0.808,0.0210143
merge_hybrid,almost,20,4800,0.8646,0.856,0.0456666
merge_hybrid,almost,20,4900,0.8574,0.861,0.0137201
merge_hybrid,almost,20,5000,0.8992,0.891,0.0467991
merge_hybrid,almost,20,5100,0.901,0.879,0.0322428
merge_hybrid,almost,20,5200,0.9848,0.942,0.069436
merge_hybrid,almost,20,5300,1.023,1.025,0.0134015
merge_hybrid,almost,20,5400,1.0662,1.067,0.0174057
merge_hybrid,almost,20,5500,1.0884,1.092,0.022078
merge_hybrid,almost,20,5600,1.132,1.145,0.0281993
merge_hybrid,almost,20,5700,1.1496,1.128,0.0698816
merge_hybrid,almost,20,5800,1.1832,1.156,0.0731749
merge_hybrid,almost,20,5900,1.2038,1.194,0.0413589
merge_hybrid,almost,20,6000,1.2942,1.218,0.111302
merge_hybrid,almost,20,6100,1.265,1.239,0.0753419
merge_hybrid,almost,20,6200,1.5898,1.646,0.222297
merge_hybrid,almost,20,6300,1.3274,1.299,0.102907
merge_hybrid,almost,20,6400,1.2852,1.265,0.0451371
merge_hybrid,almost,20,6500,1.2888,1.283,0.0397311
merge_hybrid,almost,20,6600,1.3368,1.316,0.0624417
merge_hybrid,almost,20,6700,1.3332,1.327,0.0133925
merge_hybrid,almost,20,6800,1.5278,1.348,0.24428
merge_hybrid,almost,20,6900,1.3914,1.377,0.0232603
merge_hybrid,almost,20,7000,1.3952,1.388,0.0257091
merge_hybrid,almost,20,7100,1.4072,1.413,0.0170106
merge_hybrid,almost,20,7200,1.4788,1.456,0.0504278
merge_hybrid,almost,20,7300,1.6436,1.497,0.353641
merge_hybrid,almost,20,7400,1.4662,1.468,0.0154454
merge_hybrid,almost,20,7500,1.4702,1.468,0.0104957
merge_hybrid,almost,20,7600,1.8902,1.791,0.192715
merge_hybrid,almost,20,7700,1.529,1.519,0.0310677
merge_hybrid,almost,20,7800,1.751,1.561,0.258766
merge_hybrid,almost,20,7900,1.5648,1.55,0.038504
merge_hybrid,almost,20,8000,1.6334,1.605,0.088509
