algorithm,data_type,threshold,n,mean_ms,median_ms,stddev_ms
merge_hybrid,almost,5,500,0.0856,0.089,0.0108922
merge_hybrid,almost,5,600,0.0872,0.087,0.0004
merge_hybrid,almost,5,700,0.1082,0.108,0.0004
merge_hybrid,almost,5,800,0.1428,0.133,0.0191039
merge_hybrid,almost,5,900,0.1636,0.151,0.0179064
merge_hybrid,almost,5,1000,0.1716,0.164,0.0152
merge_hybrid,almost,5,1100,0.1824,0.182,0.000489898
merge_hybrid,almost,5,1200,0.2198,0.197,0.0292944
merge_hybrid,almost,5,1300,0.2618,0.233,0.0675023
merge_hybrid,almost,5,1400,0.3612,0.245,0.177242
merge_hybrid,almost,5,1500,0.2816,0.276,0.0112
merge_hybrid,almost,5,1600,0.3204,0.303,0.0265074
merge_hybrid,almost,5,1700,0.3278,0.318,0.0167619
merge_hybrid,almost,5,1800,0.4228,0.441,0.0604132
merge_hybrid,almost,5,1900,0.5558,0.545,0.0290544
merge_hybrid,almost,5,2000,0.4102,0.408,0.0280029
merge_hybrid,almost,5,2100,0.3986,0.395,0.00722772
merge_hybrid,almost,5,2200,0.4256,0.42,0.0112
merge_hybrid,almost,5,2300,0.4444,0.433,0.0144305
merge_hybrid,almost,5,2400,0.459,0.454,0.010583
merge_hybrid,almost,5,2500,0.477,0.469,0.0170059
merge_hybrid,almost,5,2600,0.4978,0.491,0.0108517
merge_hybrid,almost,5,2700,0.5376,0.53,0.0106696
merge_hybrid,almost,5,2800,0.568,0.559,0.0170997
merge_hybrid,almost,5,2900,0.5976,0.593,0.0102098
merge_hybrid,almost,5,3000,0.6396,0.622,0.0238126
merge_hybrid,almost,5,3100,0.672,0.67,0.0128841
merge_hybrid,almost,5,3200,0.688,0.692,0.00989949
merge_hybrid,almost,5,3300,0.8512,0.728,0.172874
merge_hybrid,almost,5,3400,0.7318,0.721,0.0132424
merge_hybrid,almost,5,3500,0.7538,0.744,0.0196306
merge_hybrid,almost,5,3600,0.7854,0.786,0.0158063
merge_hybrid,almost,5,3700,0.8044,0.781,0.0313598
merge_hybrid,almost,5,3800,0.8122,0.819,0.0167976
merge_hybrid,almost,5,3900,0.8342,0.83,0.0134224
merge_hybrid,almost,5,4000,0.86,0.863,0.0128996
merge_hybrid,almost,5,4100,0.884,0.885,0.0270777
merge_hybrid,almost,5,4200,1.0144,0.939,0.158418
merge_hybrid,almost,5,4300,1.0642,0.985,0.137786
merge_hybrid,almost,5,4400,0.9884,0.969,0.0328366
merge_hybrid,almost,5,4500,1.0786,0.991,0.194567
merge_hybrid,almost,5,4600,1.0078,1.001,0.034301
merge_hybrid,almost,5,4700,1.0246,1.029,0.0112178
merge_hybrid,almost,5,4800,1.109,1.058,0.11771
merge_hybrid,almost,5,4900,1.7592,1.668,0.395602
merge_hybrid,almost,5,5000,1.109,1.098,0.0394715
merge_hybrid,almost,5,5100,1.1694,1.173,0.0569231
merge_hybrid,almost,5,5200,1.2144,1.155,0.14582
merge_hybrid,almost,5,5300,1.1712,1.163,0.0129677
merge_hybrid,almost,5,5400,1.2308,1.224,0.0316695
merge_hybrid,almost,5,5500,1.251,1.253,0.0174356
merge_hybrid,almost,5,5600,1.2876,1.28,0.0293026
merge_hybrid,almost,5,5700,2.3138,1.462,1.75286
merge_hybrid,almost,5,5800,1.36,1.359,0.0183739
merge_hybrid,almost,5,5900,1.4038,1.403,0.0184759
merge_hybrid,almost,5,6000,1.5382,1.512,0.110048
merge_hybrid,almost,5,6100,1.5464,1.509,0.0847174
merge_hybrid,almost,5,6200,2.1814,2.187,0.0353248
merge_hybrid,almost,5,6300,2.0366,2.012,0.0844952
merge_hybrid,almost,5,6400,1.5644,1.564,0.0370222
merge_hybrid,almost,5,6500,1.5776,1.569,0.0254763
merge_hybrid,almost,5,6600,1.6302,1.608,0.0558333
merge_hybrid,almost,5,6700,1.6226,1.616,0.0275725
merge_hybrid,almost,5,6800,1.6464,1.637,0.0200759
merge_hybrid,almost,5,6900,1.6708,1.671,0.00667533
merge_hybrid,almost,5,7000,1.7032,1.693,0.0290475
merge_hybrid,almost,5,7100,1.7388,1.736,0.0362293
merge_hybrid,almost,5,7200,1.7582,1.769,0.0448348
merge_hybrid,almost,5,7300,1.784,1.766,0.0429325
merge_hybrid,almost,5,7400,1.78,1.773,0.0128219
merge_hybrid,almost,5,7500,1.7996,1.781,0.0499624
merge_hybrid,almost,5,7600,1.85,1.841,0.0533479
merge_hybrid,almost,5,7700,1.8564,1.846,0.0234145
merge_hybrid,almost,5,7800,1.9116,1.888,0.0452442
merge_hybrid,almost,5,7900,1.8942,1.891,0.0235236
merge_hybrid,almost,5,8000,1.9902,1.959,0.0585744
merge_hybrid,almost,5,8100,1.9992,2.002,0.0436413
merge_hybrid,almost,5,8200,1.9602,1.954,0.0145657
merge_hybrid,almost,5,8300,2.0722,2.053,0.0823077
merge_hybrid,almost,5,8400,2.0676,2.07,0.019252
merge_hybrid,almost,5,8500,2.183,2.074,0.204692
merge_hybrid,almost,5,8600,2.0944,2.092,0.014375
merge_hybrid,almost,5,8700,2.8586,3.13,0.461195
merge_hybrid,almost,5,8800,2.1494,2.13,0.0462757
merge_hybrid,almost,5,8900,2.2518,2.206,0.142085
merge_hybrid,almost,5,9000,2.1994,2.161,0.0845425
merge_hybrid,almost,5,9100,2.1704,2.159,0.0164754
merge_hybrid,almost,5,9200,2.1948,2.197,0.0123028
merge_hybrid,almost,5,9300,2.2168,2.219,0.0125284
merge_hybrid,almost,5,9400,2.4692,2.273,0.41584
merge_hybrid,almost,5,9500,2.2756,2.258,0.0413115
merge_hybrid,almost,5,9600,2.646,2.305,0.666629
merge_hybrid,almost,5,9700,2.3586,2.351,0.0323085
merge_hybrid,almost,5,9800,2.3652,2.363,0.0329144
merge_hybrid,almost,5,9900,2.6528,2.386,0.348493
merge_hybrid,almost,5,10000,2.4352,2.397,0.0814577
merge_hybrid,almost,5,10100,2.444,2.401,0.0821097
merge_hybrid,almost,5,10200,2.9152,2.935,0.339368
merge_hybrid,almost,5,10300,2.5076,2.447,0.102893
merge_hybrid,almost,5,10400,2.5708,2.581,0.0672559
merge_hybrid,almost,5,10500,2.745,2.58,0.312261
merge_hybrid,almost,5,10600,2.5984,2.575,0.0564539
merge_hybrid,almost,5,10700,2.6494,2.618,0.0671762
merge_hybrid,almost,5,10800,2.8272,2.68,0.314435
merge_hybrid,almost,5,10900,2.6954,2.671,0.0323271
merge_hybrid,almost,5,11000,2.7976,2.801,0.0688959
merge_hybrid,almost,5,11100,2.7618,2.753,0.0268879
merge_hybrid,almost,5,11200,3.03,2.874,0.357481
merge_hybrid,almost,5,11300,2.8164,2.826,0.0236017
merge_hybrid,almost,5,11400,3.0652,2.873,0.346462
merge_hybrid,almost,5,11500,3.0606,3.003,0.117848
merge_hybrid,almost,5,11600,3.1566,2.977,0.28478
merge_hybrid,almost,5,11700,3.0412,3.003,0.094224
merge_hybrid,almost,5,11800,3.9644,3.838,0.694624
merge_hybrid,almost,5,11900,3.0004,3.009,0.0225264
merge_hybrid,almost,5,12000,3.8848,4.17,0.375711
merge_hybrid,almost,5,12100,3.13,3.091,0.0859023
merge_hybrid,almost,5,12200,3.262,3.273,0.0860465
merge_hybrid,almost,5,12300,3.1928,3.175,0.0433654
merge_hybrid,almost,5,12400,3.3736,3.213,0.290505
merge_hybrid,almost,5,12500,3.2556,3.251,0.0692231
merge_hybrid,almost,5,12600,3.2736,3.26,0.0450182
merge_hybrid,almost,5,12700,3.2906,3.286,0.025374
merge_hybrid,almost,5,12800,3.9028,3.977,0.422378
merge_hybrid,almost,5,12900,3.3452,3.327,0.0303934
merge_hybrid,almost,5,13000,3.6316,3.488,0.364202
merge_hybrid,almost,5,13100,3.6294,3.434,0.379721
merge_hybrid,almost,5,13200,3.6788,3.49,0.381908
merge_hybrid,almost,5,13300,3.705,3.45,0.505238
merge_hybrid,almost,5,13400,5.0278,5.276,0.608155
merge_hybrid,almost,5,13500,3.5516,3.557,0.0422687
merge_hybrid,almost,5,13600,3.5856,3.538,0.106736
merge_hybrid,almost,5,13700,3.5992,3.587,0.0638103
merge_hybrid,almost,5,13800,4.1182,4.096,0.237204
merge_hybrid,almost,5,13900,4.1384,4.219,0.324349
merge_hybrid,almost,5,14000,4.7098,4.943,0.795653
merge_hybrid,almost,5,14100,3.8646,3.829,0.227495
merge_hybrid,almost,5,14200,4.4022,3.864,0.827972
merge_hybrid,almost,5,14300,3.7998,3.792,0.11048
merge_hybrid,almost,5,14400,4.1762,3.759,0.750941
merge_hybrid,almost,5,14500,4.946,5.471,0.83077
merge_hybrid,almost,5,14600,4.272,4.191,0.206446
merge_hybrid,almost,5,14700,4.0236,3.865,0.275695
merge_hybrid,almost,5,14800,4.8604,4.886,0.655787
merge_hybrid,almost,5,14900,4.16,4.016,0.292696
merge_hybrid,almost,5,15000,4.5686,4.13,0.786598
merge_hybrid,almost,5,15100,4.4072,4.261,0.21887
merge_hybrid,almost,5,15200,4.3054,4.24,0.230173
merge_hybrid,almost,5,15300,4.1196,4.086,0.118131
merge_hybrid,almost,5,15400,4.4268,4.097,0.517891
merge_hybrid,almost,5,15500,4.41,4.321,0.298152
merge_hybrid,almost,5,15600,4.4264,4.329,0.335903
merge_hybrid,almost,5,15700,4.1462,4.137,0.0600779
merge_hybrid,almost,5,15800,4.1892,4.192,0.0319462
merge_hybrid,almost,5,15900,4.8748,4.861,0.573357
merge_hybrid,almost,5,16000,4.5332,4.52,0.328743
merge_hybrid,almost,5,16100,6.0496,6.278,0.632087
merge_hybrid,almost,5,16200,4.4224,4.438,0.164008
merge_hybrid,almost,5,16300,4.7194,4.731,0.263716
merge_hybrid,almost,5,16400,4.4918,4.386,0.277352
merge_hybrid,almost,5,16500,4.4044,4.377,0.078833
merge_hybrid,almost,5,16600,4.403,4.399,0.0528697
merge_hybrid,almost,5,16700,4.5568,4.409,0.320679
merge_hybrid,almost,5,16800,4.4952,4.464,0.0795824
merge_hybrid,almost,5,16900,5.0978,5,0.344266
merge_hybrid,almost,5,17000,4.669,4.583,0.179799
merge_hybrid,almost,5,17100,4.9178,4.706,0.33585
merge_hybrid,almost,5,17200,4.6382,4.57,0.110747
merge_hybrid,almost,5,17300,4.7102,4.635,0.164758
merge_hybrid,almost,5,17400,4.8714,4.637,0.340561
merge_hybrid,almost,5,17500,4.7742,4.663,0.25148
merge_hybrid,almost,5,17600,4.707,4.71,0.0392122
merge_hybrid,almost,5,17700,4.8008,4.685,0.171197
merge_hybrid,almost,5,17800,4.9116,4.705,0.425416
merge_hybrid,almost,5,17900,4.727,4.717,0.025044
merge_hybrid,almost,5,18000,4.8544,4.878,0.1056
merge_hybrid,almost,5,18100,4.8448,4.708,0.369733
merge_hybrid,almost,5,18200,4.8358,4.787,0.138466
merge_hybrid,almost,5,18300,4.9202,4.754,0.388544
merge_hybrid,almost,5,18400,4.8438,4.798,0.113695
merge_hybrid,almost,5,18500,6.1686,5.624,0.970067
merge_hybrid,almost,5,18600,5.003,4.757,0.448962
merge_hybrid,almost,5,18700,5.1966,5.18,0.291719
merge_hybrid,almost,5,18800,4.8168,4.789,0.053868
merge_hybrid,almost,5,18900,5.001,4.877,0.21859
merge_hybrid,almost,5,19000,5.0384,4.961,0.168729
merge_hybrid,almost,5,19100,5.9578,5.865,0.831974
merge_hybrid,almost,5,19200,5.0756,5.043,0.0893277
merge_hybrid,almost,5,19300,5.0042,5.012,0.0376903
merge_hybrid,almost,5,19400,7.0098,6.609,1.54384
merge_hybrid,almost,5,19500,5.695,5.493,0.507531
merge_hybrid,almost,5,19600,5.1458,5.072,0.139307
merge_hybrid,almost,5,19700,5.5852,5.432,0.464926
merge_hybrid,almost,5,19800,6.2916,6.52,0.828816
merge_hybrid,almost,5,19900,5.1276,5.118,0.0406625
merge_hybrid,almost,5,20000,5.1998,5.198,0.0304526
merge_hybrid,almost,5,20100,7.23,7.29,0.873308
merge_hybrid,almost,5,20200,7.6878,7.37,1.60694
merge_hybrid,almost,5,20300,5.6452,5.293,0.488033
merge_hybrid,almost,5,20400,5.2816,5.25,0.0624391
merge_hybrid,almost,5,20500,5.3398,5.329,0.0770932
merge_hybrid,almost,5,20600,6.8878,5.616,1.76224
merge_hybrid,almost,5,20700,6.316,6.232,0.653499
merge_hybrid,almost,5,20800,6.329,6.348,0.465181
merge_hybrid,almost,5,20900,5.6952,5.51,0.292254
merge_hybrid,almost,5,21000,5.8546,5.703,0.4474
merge_hybrid,almost,5,21100,5.6266,5.582,0.119624
merge_hybrid,almost,5,21200,5.6532,5.675,0.0530826
merge_hybrid,almost,5,21300,5.9002,5.801,0.270122
merge_hybrid,almost,5,21400,6.4078,6.099,0.619656
merge_hybrid,almost,5,21500,6.1584,6.136,0.132431
merge_hybrid,almost,5,21600,6.118,6.169,0.181247
merge_hybrid,almost,5,21700,7.482,7.498,0.669075
merge_hybrid,almost,5,21800,5.8802,5.866,0.0186161
merge_hybrid,almost,5,21900,6.1452,6.143,0.0841389
merge_hybrid,almost,5,22000,6.2036,6.032,0.279241
merge_hybrid,almost,5,22100,8.0002,7.551,1.2149
merge_hybrid,almost,5,22200,7.5144,7.442,1.05233
merge_hybrid,almost,5,22300,6.8106,6.643,0.740824
merge_hybrid,almost,5,22400,8.8708,8.952,0.172699
merge_hybrid,almost,5,22500,14.6912,17.179,5.01579
merge_hybrid,almost,5,22600,6.2898,6.121,0.265149
merge_hybrid,almost,5,22700,6.2486,6.256,0.0496089
merge_hybrid,almost,5,22800,6.553,6.627,0.25876
merge_hybrid,almost,5,22900,6.3366,6.304,0.0500264
merge_hybrid,almost,5,23000,7.3242,6.963,1.13212
merge_hybrid,almost,5,23100,6.7498,6.688,0.168865
merge_hybrid,almost,5,23200,6.4572,6.438,0.0635654
merge_hybrid,almost,5,23300,6.5,6.492,0.0907943
merge_hybrid,almost,5,23400,6.7504,6.508,0.457485
merge_hybrid,almost,5,23500,6.653,6.583,0.137426
merge_hybrid,almost,5,23600,6.728,6.628,0.226104
merge_hybrid,almost,5,23700,7.0908,6.907,0.366082
merge_hybrid,almost,5,23800,6.8012,6.805,0.17284
merge_hybrid,almost,5,23900,7.053,6.731,0.584681
merge_hybrid,almost,5,24000,6.8756,6.675,0.306562
merge_hybrid,almost,5,24100,7.1518,6.936,0.469669
merge_hybrid,almost,5,24200,6.883,6.842,0.192798
merge_hybrid,almost,5,24300,6.8596,6.834,0.0943326
merge_hybrid,almost,5,24400,6.8476,6.82,0.0589529
merge_hybrid,almost,5,24500,6.9492,6.927,0.117152
merge_hybrid,almost,5,24600,6.933,6.934,0.0478038
merge_hybrid,almost,5,24700,6.926,6.91,0.0350828
merge_hybrid,almost,5,24800,6.9838,6.976,0.0459234
merge_hybrid,almost,5,24900,6.9706,6.946,0.0495524
merge_hybrid,almost,5,25000,7.2572,7.104,0.341428
merge_hybrid,almost,5,25100,7.3224,7.209,0.360877
merge_hybrid,almost,5,25200,7.3718,7.044,0.43581
merge_hybrid,almost,5,25300,7.4318,7.266,0.373538
merge_hybrid,almost,5,25400,9.2156,8.25,1.76976
merge_hybrid,almost,5,25500,7.4592,7.354,0.291893
merge_hybrid,almost,5,25600,7.369,7.377,0.0711252
merge_hybrid,almost,5,25700,9.4122,8.107,2.94683
merge_hybrid,almost,5,25800,8.0616,8.187,0.489669
merge_hybrid,almost,5,25900,7.6742,7.448,0.508152
merge_hybrid,almost,5,26000,8.2372,7.573,1.13188
merge_hybrid,almost,5,26100,7.5564,7.48,0.111874
merge_hybrid,almost,5,26200,8.3288,7.885,1.18186
merge_hybrid,almost,5,26300,8.0168,7.871,0.55487
merge_hybrid,almost,5,26400,7.6286,7.676,0.110901
merge_hybrid,almost,5,26500,7.7318,7.691,0.113611
merge_hybrid,almost,5,26600,7.6934,7.732,0.113239
merge_hybrid,almost,5,26700,8.3174,8.315,0.403014
merge_hybrid,almost,5,26800,7.6766,7.673,0.0382549
merge_hybrid,almost,5,26900,10.203,9.14,2.49908
merge_hybrid,almost,5,27000,8.5236,8.498,0.472747
merge_hybrid,almost,5,27100,8.345,8.038,0.814036
merge_hybrid,almost,5,27200,9.0456,9.03,1.07739
merge_hybrid,almost,5,27300,7.8208,7.797,0.174084
merge_hybrid,almost,5,27400,8.7304,8.131,1.1845
merge_hybrid,almost,5,27500,7.8514,7.831,0.0659867
merge_hybrid,almost,5,27600,9.5476,9.461,0.816391
merge_hybrid,almost,5,27700,8.6318,8.389,0.491554
merge_hybrid,almost,5,27800,7.995,7.948,0.157806
merge_hybrid,almost,5,27900,8.136,8.158,0.257402
merge_hybrid,almost,5,28000,8.5086,8.423,0.411777
merge_hybrid,almost,5,28100,8.8502,9.019,0.487116
merge_hybrid,almost,5,28200,9.3974,9.802,0.712721
merge_hybrid,almost,5,28300,8.7476,8.813,0.386556
merge_hybrid,almost,5,28400,8.7642,8.333,0.692095
merge_hybrid,almost,5,28500,8.4602,8.574,0.190913
merge_hybrid,almost,5,28600,8.9016,8.49,0.792903
merge_hybrid,almost,5,28700,8.5406,8.428,0.269743
merge_hybrid,almost,5,28800,8.8488,8.391,0.769896
merge_hybrid,almost,5,28900,8.4354,8.441,0.30795
merge_hybrid,almost,5,29000,8.7338,8.803,0.602906
merge_hybrid,almost,5,29100,8.845,8.569,0.574407
merge_hybrid,almost,5,29200,8.442,8.405,0.176185
merge_hybrid,almost,5,29300,8.904,9.298,0.545435
merge_hybrid,almost,5,29400,8.5466,8.351,0.438683
merge_hybrid,almost,5,29500,8.6606,8.601,0.264746
merge_hybrid,almost,5,29600,10.4542,9.784,1.76251
merge_hybrid,almost,5,29700,8.5534,8.501,0.146846
merge_hybrid,almost,5,29800,8.4882,8.426,0.0880691
merge_hybrid,almost,5,29900,9.2362,9.221,0.472407
merge_hybrid,almost,5,30000,8.5846,8.578,0.0932257
merge_hybrid,almost,5,30100,8.9614,8.679,0.439263
merge_hybrid,almost,5,30200,8.8968,8.717,0.421705
merge_hybrid,almost,5,30300,9.402,9.358,0.298418
merge_hybrid,almost,5,30400,8.768,8.647,0.1908
merge_hybrid,almost,5,30500,9.46,9.443,0.365583
merge_hybrid,almost,5,30600,8.8704,8.854,0.112308
merge_hybrid,almost,5,30700,9.0542,8.874,0.361433
merge_hybrid,almost,5,30800,9.0088,8.881,0.328027
merge_hybrid,almost,5,30900,9.009,9.064,0.186527
merge_hybrid,almost,5,31000,9.3232,9.24,0.229341
merge_hybrid,almost,5,31100,9.9428,9.92,0.756087
merge_hybrid,almost,5,31200,10.7484,9.949,1.50066
merge_hybrid,almost,5,31300,9.6228,9.345,0.71168
merge_hybrid,almost,5,31400,9.5542,9.321,0.723846
merge_hybrid,almost,5,31500,9.1842,9.148,0.3478
merge_hybrid,almost,5,31600,9.165,8.913,0.601792
merge_hybrid,almost,5,31700,9.0376,8.991,0.112984
merge_hybrid,almost,5,31800,8.931,8.839,0.164571
merge_hybrid,almost,5,31900,9.6068,9.462,0.473548
merge_hybrid,almost,5,32000,10.232,9.867,0.548895
merge_hybrid,almost,5,32100,9.3568,9.458,0.246536
merge_hybrid,almost,5,32200,9.3368,9.118,0.465894
merge_hybrid,almost,5,32300,9.431,9.352,0.161839
merge_hybrid,almost,5,32400,10.7366,10.611,0.866256
merge_hybrid,almost,5,32500,11.3508,11.551,0.964095
merge_hybrid,almost,5,32600,10.1978,10.512,0.483934
merge_hybrid,almost,5,32700,9.7926,9.729,0.207543
merge_hybrid,almost,5,32800,10.8316,10.483,0.933399
merge_hybrid,almost,5,32900,9.7086,9.393,0.494646
merge_hybrid,almost,5,33000,11.1514,11.449,0.581915
merge_hybrid,almost,5,33100,10.5768,10.323,0.962114
merge_hybrid,almost,5,33200,11.126,10.961,1.19325
merge_hybrid,almost,5,33300,10.7478,9.891,1.33637
merge_hybrid,almost,5,33400,9.6702,9.54,0.373608
merge_hybrid,almost,5,33500,9.8088,9.835,0.219456
merge_hybrid,almost,5,33600,9.9984,10.017,0.0855374
merge_hybrid,almost,5,33700,9.8312,9.774,0.180452
merge_hybrid,almost,5,33800,9.9586,9.957,0.256587
merge_hybrid,almost,5,33900,10.483,10.474,0.264279
merge_hybrid,almost,5,34000,10.9216,10.798,0.498824
merge_hybrid,almost,5,34100,10.4546,10.217,0.441481
merge_hybrid,almost,5,34200,10.7654,9.831,1.91598
merge_hybrid,almost,5,34300,10.8934,10.993,0.565609
merge_hybrid,almost,5,34400,10.707,10.52,0.731992
merge_hybrid,almost,5,34500,12.2324,12.573,1.93157
merge_hybrid,almost,5,34600,10.703,10.194,0.868725
merge_hybrid,almost,5,34700,13.1776,13.562,1.12432
merge_hybrid,almost,5,34800,11.4566,11.234,0.937505
merge_hybrid,almost,5,34900,11.3076,10.343,1.85273
merge_hybrid,almost,5,35000,10.5232,10.267,0.529774
merge_hybrid,almost,5,35100,12.9084,14.352,2.12685
merge_hybrid,almost,5,35200,11.0274,10.92,0.98501
merge_hybrid,almost,5,35300,10.3938,10.362,0.330675
merge_hybrid,almost,5,35400,10.2622,10.175,0.140552
merge_hybrid,almost,5,35500,10.376,10.186,0.299891
merge_hybrid,almost,5,35600,12.5984,12.394,1.46792
merge_hybrid,almost,5,35700,14.4164,11.934,5.56036
merge_hybrid,almost,5,35800,13.0328,12.35,1.89926
merge_hybrid,almost,5,35900,10.9848,10.743,0.484143
merge_hybrid,almost,5,36000,11.4348,11.35,1.16397
merge_hybrid,almost,5,36100,10.3572,10.369,0.0464861
merge_hybrid,almost,5,36200,11.0104,10.546,0.801137
merge_hybrid,almost,5,36300,12.4752,11.391,1.9225
merge_hybrid,almost,5,36400,10.6596,10.611,0.308447
merge_hybrid,almost,5,36500,10.806,10.511,0.439558
merge_hybrid,almost,5,36600,10.5312,10.486,0.202841
merge_hybrid,almost,5,36700,10.781,10.785,0.389753
merge_hybrid,almost,5,36800,11.5912,11.211,0.92252
merge_hybrid,almost,5,36900,11.6998,10.598,2.06907
merge_hybrid,almost,5,37000,10.7116,10.639,0.269177
merge_hybrid,almost,5,37100,10.835,10.706,0.373427
merge_hybrid,almost,5,37200,11.413,10.622,1.04867
merge_hybrid,almost,5,37300,10.8024,10.716,0.323261
merge_hybrid,almost,5,37400,11.1758,10.738,0.902867
merge_hybrid,almost,5,37500,11.8324,11.94,1.13243
merge_hybrid,almost,5,37600,11.3484,11.169,0.662273
merge_hybrid,almost,5,37700,11.8804,11.325,1.4216
merge_hybrid,almost,5,37800,10.9144,11.012,0.309895
merge_hybrid,almost,5,37900,11.0242,11.127,0.295468
merge_hybrid,almost,5,38000,11.536,10.959,0.72996
merge_hybrid,almost,5,38100,12.8916,13.551,1.67447
merge_hybrid,almost,5,38200,11.3178,11.027,0.609994
merge_hybrid,almost,5,38300,12.9908,11.946,2.34126
merge_hybrid,almost,5,38400,11.9312,11.937,0.565824
merge_hybrid,almost,5,38500,11.0148,10.998,0.0401467
merge_hybrid,almost,5,38600,12.1498,11.845,0.641512
merge_hybrid,almost,5,38700,11.8874,11.789,0.380607
merge_hybrid,almost,5,38800,12.1514,12.012,0.88587
merge_hybrid,almost,5,38900,11.764,11.667,0.363298
merge_hybrid,almost,5,39000,11.1342,11.126,0.0971625
merge_hybrid,almost,5,39100,11.2528,11.092,0.405443
merge_hybrid,almost,5,39200,11.997,12.263,0.513157
merge_hybrid,almost,5,39300,12.119,12.096,0.36644
merge_hybrid,almost,5,39400,13.2204,12.661,1.41902
merge_hybrid,almost,5,39500,11.588,11.643,0.392145
merge_hybrid,almost,5,39600,11.3186,11.122,0.374593
merge_hybrid,almost,5,39700,11.5894,11.415,0.523106
merge_hybrid,almost,5,39800,12.5262,12.31,0.971378
merge_hybrid,almost,5,39900,12.0438,11.511,0.7708
merge_hybrid,almost,5,40000,13.3084,12.011,2.24189
merge_hybrid,almost,5,40100,12.1208,11.939,0.522183
merge_hybrid,almost,5,40200,11.4002,11.195,0.392596
merge_hybrid,almost,5,40300,11.861,11.929,0.384867
merge_hybrid,almost,5,40400,11.7394,11.678,0.435428
merge_hybrid,almost,5,40500,11.395,11.362,0.103555
merge_hybrid,almost,5,40600,11.5784,11.474,0.244269
merge_hybrid,almost,5,40700,11.5052,11.309,0.309255
merge_hybrid,almost,5,40800,11.9088,11.802,0.636458
merge_hybrid,almost,5,40900,11.592,11.59,0.0264197
merge_hybrid,almost,5,41000,11.5924,11.616,0.0547817
merge_hybrid,almost,5,41100,11.713,11.665,0.161385
merge_hybrid,almost,5,41200,11.8756,11.795,0.2057
merge_hybrid,almost,5,41300,11.8098,11.773,0.0961694
merge_hybrid,almost,5,41400,11.7512,11.749,0.0892108
merge_hybrid,almost,5,41500,11.9668,11.868,0.383242
merge_hybrid,almost,5,41600,11.9612,11.836,0.278029
merge_hybrid,almost,5,41700,11.8238,11.832,0.0556288
merge_hybrid,almost,5,41800,12.1862,11.866,0.475909
merge_hybrid,almost,5,41900,11.9506,11.953,0.125278
merge_hybrid,almost,5,42000,12.745,12.906,0.353778
merge_hybrid,almost,5,42100,14.8632,13.776,2.44274
merge_hybrid,almost,5,42200,12.4056,12.275,0.38713
merge_hybrid,almost,5,42300,14.36,13.481,1.93789
merge_hybrid,almost,5,42400,12.181,12.128,0.162794
merge_hybrid,almost,5,42500,12.3092,12.034,0.561325
merge_hybrid,almost,5,42600,13.4826,13.36,0.890628
merge_hybrid,almost,5,42700,12.444,12.324,0.269503
merge_hybrid,almost,5,42800,17.7194,16.085,4.46633
merge_hybrid,almost,5,42900,13.2322,12.877,0.931758
merge_hybrid,almost,5,43000,12.946,12.656,0.435428
merge_hybrid,almost,5,43100,12.8394,12.603,0.455152
merge_hybrid,almost,5,43200,13.2228,12.772,1.06435
merge_hybrid,almost,5,43300,14.7352,14.685,0.776244
merge_hybrid,almost,5,43400,12.7064,12.71,0.0335774
merge_hybrid,almost,5,43500,12.9192,12.819,0.349187
merge_hybrid,almost,5,43600,12.7624,12.768,0.047424
merge_hybrid,almost,5,43700,13.2804,13.12,0.483621
merge_hybrid,almost,5,43800,13.1612,13.12,0.284876
merge_hybrid,almost,5,43900,12.8756,12.821,0.112254
merge_hybrid,almost,5,44000,17.2026,18.916,2.16196
merge_hybrid,almost,5,44100,12.9368,12.862,0.245074
merge_hybrid,almost,5,44200,12.6818,12.68,0.0734095
merge_hybrid,almost,5,44300,13.031,12.804,0.544717
merge_hybrid,almost,5,44400,13.1306,13.011,0.384517
merge_hybrid,almost,5,44500,13.3346,12.991,0.55834
merge_hybrid,almost,5,44600,12.9396,12.946,0.107377
merge_hybrid,almost,5,44700,15.3932,14.359,2.14263
merge_hybrid,almost,5,44800,13.1334,12.935,0.34493
merge_hybrid,almost,5,44900,13.151,13.026,0.262698
merge_hybrid,almost,5,45000,13.1954,12.969,0.383203
merge_hybrid,almost,5,45100,13.119,13.073,0.0661846
merge_hybrid,almost,5,45200,13.1642,13.153,0.069881
merge_hybrid,almost,5,45300,13.5196,13.226,0.406333
merge_hybrid,almost,5,45400,13.7458,13.652,0.36584
merge_hybrid,almost,5,45500,13.6934,13.463,0.459917
merge_hybrid,almost,5,45600,14.2052,14.406,0.39053
merge_hybrid,almost,5,45700,16.6938,15.824,2.08719
merge_hybrid,almost,5,45800,13.5856,13.563,0.0750029
merge_hybrid,almost,5,45900,13.7374,13.776,0.0928302
merge_hybrid,almost,5,46000,14.1626,13.711,0.663307
merge_hybrid,almost,5,46100,13.755,13.606,0.229609
merge_hybrid,almost,5,46200,15.8366,15.936,1.44067
merge_hybrid,almost,5,46300,14.1468,14.142,0.428722
merge_hybrid,almost,5,46400,13.9334,14.015,0.203498
merge_hybrid,almost,5,46500,13.8616,13.869,0.126369
merge_hybrid,almost,5,46600,13.9908,14.041,0.197332
merge_hybrid,almost,5,46700,13.975,13.964,0.102417
merge_hybrid,almost,5,46800,14.1828,13.913,0.50078
